PIN,Line#,Ngrhd,TypeDescr,MethodDescr,Acres,SqrFt,ActFrnt,EffFrnt,EffDpth,Cat,Value,ValMethod,SoilID,SiteRating,LandUnit,System,lrsn
F00000277791,2,30091,Excess Acreage, 2  Site Value (lump sum,0.04,1742,0,0,0,20,1,Cost,,EX,AC,PV,13345
F36800010050,1,30060,City  Lot,32  Site Value (lump sum,0.18,7763,86.74,86,89,20H,25100,Cost,,AV,AC,PV,547
N5880001010A,1,50040,City  Lot,49  User Definable Land F,0.2755,12000,0,0,0,20H,18700,Cost,,G,AC,PV,2353
F3540009000P,1,30090,City  Lot,32  Site Value (lump sum,0.46,20038,94,94,250,20H,33000,Cost,,EX,AC,PV,131
P1940012000E,1,10030,City  Lot,29  Per Square Foot (brea,0.1894,8250,75,75,110,20H,23590,Cost,,AV,AC,PV,4359
P1690001020A,1,10010,City  Lot,32  Site Value (lump sum,0.1722,7500,75,75,100,20H,26910,Cost,,P,AC,PV,3757
P1710051000A,1,10030,City  Lot,29  Per Square Foot (brea,0.7909,34450,100,100,310,20H,43795,Cost,,VG,AC,PV,3891
P10500030060,1,10030,City  Lot,29  Per Square Foot (brea,0.3673,16000,80,80,200,20H,31271,Cost,,EX,AC,PV,2403
F36000020180,1,30180,City  Lot,49  User Definable Land F,0.17,7500,75,75,100,20H,48500,Cost,,AV,AC,PV,649
P10700030010,1,10060,City  Lot,32  Site Value (lump sum,0.1897,8265,0,0,0,20H,33750,Cost,,G,AC,PV,3957
F34510030380,1,30180,City  Lot,49  User Definable Land F,0.1722,7483,75,75,100,20H,48400,Cost,,G,AC,PV,21105
P1180001018A,1,10010,City  Lot,32  Site Value (lump sum,0.2272,9898,98,98,101,20H,27180,Cost,,AV,AC,PV,2571
P17880010250,1,10010,City  Lot,32  Site Value (lump sum,0.18,8009,0,0,0,20H,28530,Cost,,G,AC,PV,704577
F3540005000A,1,30140,City  Lot,32  Site Value (lump sum,1,43560,249.8,282,203,20H,26900,Cost,,EX,AC,PV,127
P1750000007A,2,10049,City  Lot,29  Per Square Foot (brea,0.48,20909,0,0,0,20,4319,Cost,,,AC,PV,700723
P00000348820,1,10010,City  Lot,32  Site Value (lump sum,0.89,0,0,0,0,20H,37080,Cost,,EX,AC,PV,1162
F3640002005B,1,30090,City  Lot,32  Site Value (lump sum,0.17,7210,103,103,70,20H,22600,Cost,,F,AC,PV,602
F34500010100,1,30180,City  Lot,49  User Definable Land F,0.18,7794,0,0,0,20H,49300,Cost,,G,AC,PV,20473
F31850020130,1,30180,City  Lot,49  User Definable Land F,0.19,8351,0,0,0,20H,50700,Cost,,VG,AC,PV,701673
F31890010540,1,30180,City  Lot,49  User Definable Land F,0.2,8982,0,0,0,20H,52200,Cost,,VG,AC,PV,4797
P1170004006A,1,10010,City  Lot,32  Site Value (lump sum,0.2121,9240,77,77,120,20H,27000,Cost,,F,AC,PV,1146
N5480033017A,1,50050,City  Lot,49  User Definable Land F,0.1538,6700,100,100,67,20H,16000,Cost,,P,AC,PV,2298
F00000226612,1,30140,City  Lot,32  Site Value (lump sum,1,0,0,0,0,20H,26900,Cost,,EX,AC,PV,20122
F00000169080,2,30170,Road Right of Way, 3  Per Acre,0.77,33541,0,0,0,19,0,Cost,,,AC,PV,327
P1810033000A,2,13010,Residential Excess Acreag,49  User Definable Land F,0.76,0,0,0,0,20,15600,Cost,,,AC,PV,4204
N54800050100,1,50050,City  Lot,49  User Definable Land F,0.9986,43500,100,100,435,20H,54600,Cost,,F,AC,PV,1906
P18550050040,1,10010,City  Lot,32  Site Value (lump sum,0.55,23803,0,100,150,20H,33480,Cost,,VG,AC,PV,702208
P18530030110,1,10010,City  Lot,32  Site Value (lump sum,0.2586,11265.01,0,0,0,20H,28530,Cost,,G,AC,PV,870
P13710010180,1,10070,City  Lot,32  Site Value (lump sum,0.29,12680,0,78,162.57,20H,52740,Cost,,EX,AC,PV,4680
N56400010020,1,50020,City  Lot,49  User Definable Land F,0.202,8800,0,0,0,20H,25600,Cost,,G,AC,PV,1990
P18910040110,1,12891,Homesite,32  Site Value (lump sum,0.43,18731,0,0,0,20H,37170,Cost,,EX,AC,PV,14908
P1810025000A,1,10030,City  Lot,29  Per Square Foot (brea,0.78,33990,66,66,515,20H,43520,Cost,,EX,AC,PV,4195
F36470080010,1,30180,City  Lot,49  User Definable Land F,0.186,8095,0,0,0,20H,50000,Cost,,VG,AC,PV,704347
P15400060030,1,10030,City  Lot,29  Per Square Foot (brea,0.0978,4260,30,30,142,20H,13086,Cost,,P,AC,PV,3418
N5480026001A,1,50050,City  Lot,49  User Definable Land F,0.4913,21400,107,107,200,20H,34300,Cost,,VG,AC,PV,2198
P1410001004A,1,10030,City  Lot,29  Per Square Foot (brea,0.2975,12960,80,80,162,20H,28560,Cost,,VG,AC,PV,2965
P1490019000D,1,10020,City  Lot,29  Per Square Foot (brea,0.303,13200,88,88,150,20H,30730,Cost,,VG,AC,PV,3202
P17101190000,1,10040,City  Lot,29  Per Square Foot (brea,0.2669,11625,75,75,155,20H,22207,Cost,,G,AC,PV,4120
F34500030230,1,30180,City  Lot,49  User Definable Land F,0.3,12896,0,0,0,20H,60600,Cost,,EX,AC,PV,20498
P18910030040,1,12891,Homesite,32  Site Value (lump sum,0.53,23087,0,0,0,20H,37170,Cost,,EX,AC,PV,14884
F3300004007A,1,30090,City  Lot,32  Site Value (lump sum,0.1928,8400,60,60,140,20H,25800,Cost,,AV,AC,PV,1614
F00000227720,1,30090,City  Lot,32  Site Value (lump sum,0.7,43560,0,0,0,20H,25800,Cost,,AV,AC,PV,444
P1080004000C,1,10040,City  Lot,29  Per Square Foot (brea,0.202,8800,80,80,110,20H,19770,Cost,,AV,AC,PV,2500
P1810031000A,1,10031,Homesite,33  Per Acre (by site rat,1,43560,62,62,743,20H,49680,Cost,,AV,AC,PV,4201
N5480019001C,1,50050,City  Lot,49  User Definable Land F,0.1148,5000,50,50,100,20H,13200,Cost,,VP,AC,PV,2062
N5480037000A,1,50050,City  Lot,49  User Definable Land F,0.215,9372,66,66,142,20H,20000,Cost,,F,AC,PV,2331
P1540002009A,1,10030,City  Lot,29  Per Square Foot (brea,0.1956,8520,60,60,142,20H,23964,Cost,,AV,AC,PV,3384
F31900010030,1,30180,City  Lot,49  User Definable Land F,0.24,10187,83.5,83,122,20H,55000,Cost,,VG,AC,PV,4536
F34500040140,1,30180,City  Lot,49  User Definable Land F,0.2,8747,0,0,0,20H,51700,Cost,,VG,AC,PV,20514
P16000050080,1,10040,City  Lot,29  Per Square Foot (brea,0.1664,7250,50,50,145,20H,17799,Cost,,F,AC,PV,3601
P16000050070,1,10040,City  Lot,29  Per Square Foot (brea,0.1664,7250,50,50,145,20H,17799,Cost,,F,AC,PV,3600
P18910040020,1,12891,Homesite,32  Site Value (lump sum,0.68,29621,0,0,0,20H,37170,Cost,,EX,AC,PV,14899
P18910050230,1,12891,Homesite,32  Site Value (lump sum,0.5,21780,0,0,0,20H,37170,Cost,,EX,AC,PV,14931
F34510090110,1,30180,City  Lot,49  User Definable Land F,0.1837,7964,80,80,100,20H,49700,Cost,,G,AC,PV,21117
P1450002005A,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,5088
F36800010060,1,30060,City  Lot,32  Site Value (lump sum,0.18,7763,86.7,86,89,20H,25100,Cost,,AV,AC,PV,548
N5320005000E,1,53050,Homesite,49  User Definable Land F,0.21,9007,49.3,49.3,182.7,20H,13200,Cost,,,AC,PV,1802
F31880020080,1,30180,City  Lot,49  User Definable Land F,0.18,7776,0,0,0,20H,49200,Cost,,G,AC,PV,4822
P1450001003C,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,4522
P1450002004C,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,700812
P1940006000B,1,10010,View Lot,32  Site Value (lump sum,1,43560,240,240,259,20H,39699,Cost,,VG,AC,PV,4505
P18530030090,1,10010,City  Lot,32  Site Value (lump sum,0.5906,25725,0,0,0,20H,28530,Cost,,G,AC,PV,861
P18910030140,2,12891,Residential Excess Acreag,33  Per Acre (by site rat,0.13,5662.8,0,0,0,20,5455,Cost,,AV,AC,PV,14894
P1340001016A,1,10040,City  Lot,29  Per Square Foot (brea,0.4516,19670,100,100,196,20H,27778,Cost,,,AC,PV,2884
P1270018012A,1,10020,City  Lot,29  Per Square Foot (brea,0.1446,6300,45,45,140,20H,17115,Cost,,F,AC,PV,2834
F3080003005A,2,30090,Road Right of Way, 3  Per Acre,0.02,1000,0,0,0,19,0,Cost,,,AC,PV,1489
F3800002009A,1,30090,City  Lot,32  Site Value (lump sum,0.214,9320,0,0,0,20H,25800,Cost,,G,AC,PV,1714
F00000156210,1,30060,City  Lot,32  Site Value (lump sum,0.17,7600,0,0,0,20H,25100,Cost,,AV,AC,PV,310
P1120001026A,1,10010,City  Lot,32  Site Value (lump sum,0.16,7000,70,70,100,20H,27180,Cost,,AV,AC,PV,1078
N5480014004A,1,50050,City  Lot,49  User Definable Land F,0.216,9410.5,59,59,159,20H,20000,Cost,,F,AC,PV,2014
P1470018002B,1,10020,City  Lot,29  Per Square Foot (brea,0.2669,11625,78,77,150,20H,27947,Cost,,VG,AC,PV,3168
P1270013005A,1,10020,City  Lot,29  Per Square Foot (brea,0.233,10150,70,70,145,20H,25208,Cost,,G,AC,PV,2784
F38870030110,1,30180,City  Lot,49  User Definable Land F,0.17,7502,0,0,0,20H,48500,Cost,,G,AC,PV,704439
F38300010150,1,30170,City  Lot,32  Site Value (lump sum,0.16,6977,0,77.5,90,20H,21800,Cost,,VP,AC,PV,21134
P1540006004A,1,10030,City  Lot,29  Per Square Foot (brea,0.1956,8520,60,60,142,20H,23964,Cost,,AV,AC,PV,3419
P1960004006A,1,10010,City  Lot,32  Site Value (lump sum,0.278,12150,90,90,135,20H,27180,Cost,,AV,AC,PV,4271
P00000340360,1,10010,City  Lot,32  Site Value (lump sum,0.32,13939.2,0,0,0,20H,27180,Cost,,AV,AC,PV,845
P1480002006A,1,10030,City  Lot,29  Per Square Foot (brea,0.2663,11600,80,80,145,20H,27263,Cost,,VG,AC,PV,3188
P1370012000C,1,10040,City  Lot,29  Per Square Foot (brea,0.2342,10200,60,60,170,20H,20932,Cost,,G,AC,PV,2938
P1080014000A,1,10040,City  Lot,29  Per Square Foot (brea,0.9478,41285,115,115,359,20H,38479,Cost,,EX,AC,PV,2520
F36000020010,1,30180,City  Lot,49  User Definable Land F,0.18,7979,0,75,100,20H,49700,Cost,,AV,AC,PV,632
F31910010080,1,30180,City  Lot,49  User Definable Land F,0.09,3895,0,41,95,20H,37100,Cost,,P,AC,PV,4860
F38100010020,1,30180,City  Lot,49  User Definable Land F,0.14,6272,56,56,112,20H,45100,Cost,,G,AC,PV,4926
P1440001000A,1,10030,City  Lot,29  Per Square Foot (brea,0.1818,7920,72,72,110,20H,23098,Cost,,AV,AC,PV,2979
P1090002004A,1,10030,City  Lot,29  Per Square Foot (brea,0.2596,11310,78,78,145,20H,26934,Cost,,VG,AC,PV,2529
P1490024000H,1,10020,City  Lot,29  Per Square Foot (brea,0.1687,7350,70,70,105,20H,19713,Cost,,,AC,PV,3256
N5480005009A,1,50050,City  Lot,49  User Definable Land F,0.77,33560,0,0,0,20H,46100,Cost,,F,AC,PV,1905
N51600000090,1,50030,City  Lot,49  User Definable Land F,0.5088,22162,0,0,0,20H,32700,Cost,,VG,AC,PV,1854
F38300010060,1,30170,City  Lot,32  Site Value (lump sum,0.16,6966,0,0,0,20H,21800,Cost,,VP,AC,PV,21125
F3800004001A,1,30090,City  Lot,32  Site Value (lump sum,0.1928,8400,60,60,140,20H,25800,Cost,,AV,AC,PV,1727
P18550050380,1,10010,City  Lot,32  Site Value (lump sum,0.23,9958,0,92,104,20H,28530,Cost,,G,AC,PV,702242
F34510010200,1,30180,City  Lot,49  User Definable Land F,0.1906,8373,85,85,100,20H,50700,Cost,,VG,AC,PV,21092
F38850030010,1,30180,City  Lot,49  User Definable Land F,0.22,9569,75,75,129,20H,53600,Cost,,VG,AC,PV,701824
F3602002020B,1,30180,City  Lot,49  User Definable Land F,0.21,8978,78,78,115,20H,52200,Cost,,AV,AC,PV,21410
P1200002000C,1,10049,City  Lot,29  Per Square Foot (brea,0.5969,26000,100,100,260,20H,27877,Cost,,EX,AC,PV,5145
F3240002003A,1,30090,City  Lot,32  Site Value (lump sum,0.2479,10800,90,90,120,20H,26500,Cost,,VG,AC,PV,1584
P18100320000,3,10031,Residential Excess Acreag,49  User Definable Land F,2.5,0,0,0,0,20,10100,Cost,,,AC,PV,4202
P16030010190,1,10030,City  Lot,32  Site Value (lump sum,0.3273,14256,99,99,144,20H,33480,Cost,,VG,AC,PV,4979
P17880010220,1,10010,City  Lot,32  Site Value (lump sum,0.18,7984,0,0,0,20H,28530,Cost,,G,AC,PV,704574
P18800060080,1,10010,City  Lot,32  Site Value (lump sum,0.17,7392,0,0,0,20H,27180,Cost,,AV,AC,PV,1212
N5480030001A,1,50050,City  Lot,49  User Definable Land F,0.3214,14000,100,100,140,20H,26000,Cost,,G,AC,PV,2248
F00000228820,1,30090,City  Lot,32  Site Value (lump sum,0.3017,13144,62.2,62,212,20H,33000,Cost,,EX,AC,PV,561
N58000030010,1,50010,City  Lot,49  User Definable Land F,0.1813,7897,0,0,0,20H,26100,Cost,,AV,AC,PV,1831
P1780003012A,1,10049,City  Lot,29  Per Square Foot (brea,0.5016,21850,115,115,190,20H,25911,Cost,,EX,AC,PV,5207
P1970001001A,1,10040,City  Lot,29  Per Square Foot (brea,0.4395,19142.5,155,155,123,20H,27492,Cost,,EX,AC,PV,4335
P17880010180,1,10010,City  Lot,32  Site Value (lump sum,0.16,6954,0,0,0,20H,28530,Cost,,G,AC,PV,704570
N5480019002B,1,50050,City  Lot,49  User Definable Land F,0.2066,9000,45,45,200,20H,19500,Cost,,F,AC,PV,2063
P1200005000H,1,10049,City  Lot,29  Per Square Foot (brea,0.7329,31923,95.33,120,269,20H,30616,Cost,,EX,AC,PV,5152
P1450003002A,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,4637
F00000270140,1,30091,City  Lot,32  Site Value (lump sum,0.24,10444,0,0,0,20H,52000,Cost,,EX,AC,PV,776
F38600010070,1,30090,City  Lot,32  Site Value (lump sum,0.2296,10000,100,100,100,20H,25800,Cost,,G,AC,PV,744
P18910020180,1,12891,Homesite,32  Site Value (lump sum,0.47,20473,0,0,0,20H,37170,Cost,,EX,AC,PV,16338
F31900010050,1,30180,City  Lot,49  User Definable Land F,0.23,9932,0,0,0,20H,54400,Cost,,VG,AC,PV,4538
P17100460000,2,10031,Residential Excess Acreag,49  User Definable Land F,0.85,36960,0,0,0,20,12700,Cost,,,AC,PV,3881
F00000221790,1,33030,Homesite,33  Per Acre (by site rat,1,0,0,0,0,20H,46050,Cost,,AV,AC,PV,13079
F32800C1005B,1,30090,City  Lot,32  Site Value (lump sum,0.14,6300,90,90,70,20H,22600,Cost,,F,AC,PV,1383
F3800001012A,1,30090,City  Lot,32  Site Value (lump sum,0.241,10500,75,75,140,20H,26500,Cost,,VG,AC,PV,1701
P11300020100,1,10010,City  Lot,32  Site Value (lump sum,0.19,8444,84.44,84,100,20H,27180,Cost,,AV,AC,PV,1125
P11700050010,1,10010,City  Lot,32  Site Value (lump sum,0.2268,9878.32,85.15,85,115,20H,27180,Cost,,AV,AC,PV,1149
F36490040180,1,30180,City  Lot,49  User Definable Land F,0.228,9919,0,0,0,20H,54400,Cost,,VG,AC,PV,704527
F36470060090,1,30180,City  Lot,49  User Definable Land F,0.199,8653,0,0,0,20H,51400,Cost,,VG,AC,PV,704343
P13400030010,1,10030,City  Lot,29  Per Square Foot (brea,0.1791,7800,60,60,130,20H,22910,Cost,,AV,AC,PV,2897
P10500040060,1,10030,City  Lot,29  Per Square Foot (brea,0.1483,6460,68,68,95,20H,19582,Cost,,AV,AC,PV,2411
P11200010210,1,10010,City  Lot,32  Site Value (lump sum,0.21,9153,0,0,0,20H,27180,Cost,,AV,AC,PV,1074
P10600070040,1,10040,City  Lot,29  Per Square Foot (brea,0.1607,7000,50,50,140,20H,17310,Cost,,F,AC,PV,2478
P1710006000K,1,10030,City  Lot,29  Per Square Foot (brea,0.1928,8400,84,84,100,20H,23800,Cost,,AV,AC,PV,3782
P00000264375,1,13010,Homesite,33  Per Acre (by site rat,1,0,0,0,0,20H,55200,Cost,,AV,AC,PV,14219
F36000030140,1,30060,City  Lot,32  Site Value (lump sum,0.18,7790,0,0,0,20H,25100,Cost,,AV,AC,PV,665
F36000010140,1,30180,City  Lot,49  User Definable Land F,0.18,7977,0,0,100,20H,49700,Cost,,AV,AC,PV,631
F38110020090,1,30180,City  Lot,49  User Definable Land F,0.14,6223,74.01,74,83,20H,44900,Cost,,VG,AC,PV,4943
F34520050140,1,30180,City  Lot,49  User Definable Land F,0.22,9539,0,95,128,20H,53500,Cost,,VG,AC,PV,21589
P1710037000A,1,10030,City  Lot,29  Per Square Foot (brea,0.4545,19800,66,66,300,20H,34303,Cost,,EX,AC,PV,3857
N5480003011B,1,50050,City  Lot,49  User Definable Land F,1,43560,85,85,145,20H,54600,Cost,,G,AC,PV,1885
P13500010040,1,10010,City  Lot,32  Site Value (lump sum,0,0,85,85,100,20H,27180,Cost,,AV,AC,PV,4459
P1960008025A,1,10010,City  Lot,32  Site Value (lump sum,0.216,9450,70,70,135,20H,27000,Cost,,F,AC,PV,4325
F34800020020,1,30090,City  Lot,32  Site Value (lump sum,0.23,9996,75,75,132,20H,25800,Cost,,G,AC,PV,539
F38100010110,1,30180,City  Lot,49  User Definable Land F,0.19,8350,0,0,0,20H,50700,Cost,,G,AC,PV,4935
P1371001005A,1,10070,City  Lot,32  Site Value (lump sum,0.19,8248,105,105,78.55,20H,34020,Cost,,AV,AC,PV,4667
P1470016001A,1,10020,City  Lot,29  Per Square Foot (brea,0.1284,5592,60,60,93,20H,15322,Cost,,F,AC,PV,3147
P00000330930,1,10030,City  Lot,29  Per Square Foot (brea,0.2583,11250,75,75,150,20H,26864,Cost,,,AC,PV,841
F38300020120,1,30180,City  Lot,49  User Definable Land F,0.273,11883,0,0,0,20H,58600,Cost,,EX,AC,PV,21147
P1200005000B,2,10049,City  Lot,29  Per Square Foot (brea,0.43,18950,0,0,0,20,4386,Cost,,,AC,PV,5154
F32800C20040,1,30090,City  Lot,32  Site Value (lump sum,0.2571,11200,70,70,160,20H,26500,Cost,,VG,AC,PV,1392
F00000222320,2,30060,Road Right of Way, 3  Per Acre,0.08,0,0,0,0,19,0,Cost,,,AC,PV,423
P1960008012A,1,10010,City  Lot,32  Site Value (lump sum,0.232,10125,75,75,135,20H,27000,Cost,,F,AC,PV,4316
F38850010090,1,30180,City  Lot,49  User Definable Land F,0.183,7953,75,75,107,20H,49700,Cost,,G,AC,PV,701778
F3080002002C,1,30090,City  Lot,32  Site Value (lump sum,0.23,10009,52.5,52,190,20H,25800,Cost,,G,AC,PV,4518
F33200010020,1,30060,City  Lot,32  Site Value (lump sum,0.23,10080,80,80,126,20H,45500,Cost,,VG,AC,PV,422
P1450002004B,1,10016,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,29790,Cost,,AV,AC,PV,4902
P1710061000B,1,10030,City  Lot,29  Per Square Foot (brea,0.4356,18975,55,55,345,20H,33717,Cost,,EX,AC,PV,3932
P19300010040,1,10040,City  Lot,29  Per Square Foot (brea,0.2388,10401.1,76.4,76,136,20H,21054,Cost,,VG,AC,PV,3982
P16010060010,1,10040,City  Lot,29  Per Square Foot (brea,0.2497,10875,75,75,145,20H,21492,Cost,,G,AC,PV,5102
F30720030050,1,30180,City  Lot,49  User Definable Land F,0.19,8032,0,0,0,20H,49900,Cost,,VG,AC,PV,701544
P1790000051A,1,10010,City  Lot,32  Site Value (lump sum,0.241,10500,75,75,140,20H,27180,Cost,,AV,AC,PV,1044
N54700050090,1,50010,City  Lot,49  User Definable Land F,0.214,9323,0,0,0,20H,28800,Cost,,VG,AC,PV,20563
P17800010110,1,10049,City  Lot,29  Per Square Foot (brea,0.4362,19000,100,100,190,20H,24390,Cost,,EX,AC,PV,5187
F00000229420,1,30091,City  Lot,32  Site Value (lump sum,0.35,15400,110,110,140,20H,52000,Cost,,EX,AC,PV,575
F38870020030,1,30180,City  Lot,49  User Definable Land F,0.172,7506,0,0,0,20H,48500,Cost,,G,AC,PV,704420
F36020020110,1,30180,City  Lot,49  User Definable Land F,0.37,16299,114.67,114,142,20H,66700,Cost,,EX,AC,PV,5354
F36500080150,1,30180,City  Lot,49  User Definable Land F,0.2,8801,0,0,0,20H,51800,Cost,,G,AC,PV,704704
P1490030005A,1,10020,City  Lot,29  Per Square Foot (brea,0.1808,7875,45,45,175,20H,20828,Cost,,F,AC,PV,3319
P17101200000,1,10040,City  Lot,29  Per Square Foot (brea,0.2669,11625,75,75,155,20H,22207,Cost,,VG,AC,PV,4121
P13400010150,1,10040,City  Lot,29  Per Square Foot (brea,0.2258,9835,50,50,196,20H,20681,Cost,,AV,AC,PV,2883
P11600030040,1,10010,City  Lot,32  Site Value (lump sum,0.2,8795,75,75,117.26,20H,27180,Cost,,AV,AC,PV,2549
F34500010020,1,30180,City  Lot,49  User Definable Land F,0.2,8727,0,0,0,20H,51600,Cost,,VG,AC,PV,20465
F3300004005A,1,30090,City  Lot,32  Site Value (lump sum,0.1928,8400,60,60,140,20H,25800,Cost,,AV,AC,PV,1613
P1480002010A,1,10030,City  Lot,29  Per Square Foot (brea,0.2463,10731,73,73,147,20H,26224,Cost,,G,AC,PV,3185
N54700030090,1,50010,City  Lot,49  User Definable Land F,0.1408,6133.6,0,0,0,20H,22400,Cost,,AV,AC,PV,20540
F3800001001A,1,30090,City  Lot,32  Site Value (lump sum,0.241,10500,75,75,140,20H,26500,Cost,,VG,AC,PV,1694
F36000030090,1,30060,City  Lot,32  Site Value (lump sum,0.17,7574,0,0,0,20H,25100,Cost,,AV,AC,PV,660
P1810001004C,1,10040,City  Lot,29  Per Square Foot (brea,0.4563,19875,132.5,132,150,20H,27884,Cost,,EX,AC,PV,4162
P13710010020,1,10070,City  Lot,32  Site Value (lump sum,0.16,7069,0,90,78.55,20H,34020,Cost,,AV,AC,PV,4664
P10600040120,1,10030,City  Lot,29  Per Square Foot (brea,0.1607,7000,50,50,140,20H,21150,Cost,,F,AC,PV,2458
P1350003005A,1,10010,City  Lot,32  Site Value (lump sum,0,0,0,0,0,20H,27180,Cost,,AV,AC,PV,4480
N54800210090,1,50050,City  Lot,49  User Definable Land F,0.1584,6900,46,46,150,20H,16300,Cost,,P,AC,PV,2106
N00000035591,1,50050,City  Lot,49  User Definable Land F,0.175,7623,0,0,0,20,13750,Cost,,AV,AC,PV,20590
N00000035591,1,50050,City  Lot,49  User Definable Land F,0.175,7623,0,0,0,20H,13750,Cost,,AV,AC,PV,20590
P1580001004G,1,10030,City  Lot,29  Per Square Foot (brea,0.0923,4020,67,67,60,20H,12366,Cost,,P,AC,PV,5123
P1550003001A,1,10010,City  Lot,32  Site Value (lump sum,0.2101,9150,60,60,152,20H,26910,Cost,,P,AC,PV,3468
F34510030330,1,30180,City  Lot,49  User Definable Land F,0.1821,7784,75,75,105,20H,49200,Cost,,G,AC,PV,21100
F38870030080,1,30180,City  Lot,49  User Definable Land F,0.193,8398,0,0,0,20H,50800,Cost,,VG,AC,PV,704436
P1520013000I,1,10040,Homesite,33  Per Acre (by site rat,1,43560,0,0,0,20H,41445,Cost,,AV,AC,PV,1292
P1490033009A,1,10010,City  Lot,32  Site Value (lump sum,0.1997,8700,60,60,145,20H,26910,Cost,,P,AC,PV,3348
F00000236100,2,30090,Residential Excess Acreag,49  User Definable Land F,1.26,54885.6,0,0,0,20,20200,Cost,,,AC,PV,693
P13710010060,1,10070,City  Lot,32  Site Value (lump sum,0.16,7069,0,90,78.55,20H,34020,Cost,,AV,AC,PV,4668
P18800010060,1,10010,City  Lot,32  Site Value (lump sum,0.18,7665,0,0,0,20H,28530,Cost,,G,AC,PV,1258
N5480020002A,1,50050,City  Lot,49  User Definable Land F,0.2296,10000,50,50,200,20H,20800,Cost,,F,AC,PV,2078
N54800210130,1,50050,City  Lot,49  User Definable Land F,0.1584,6900,46,46,150,20H,16300,Cost,,P,AC,PV,2110
F38870020010,1,30180,City  Lot,49  User Definable Land F,0.172,7506,0,0,0,20H,48500,Cost,,G,AC,PV,704418
F3080002010A,1,30090,City  Lot,32  Site Value (lump sum,0.58,25346,105.5,105,240,20H,33000,Cost,,EX,AC,PV,1476
P13500030090,1,10010,City  Lot,32  Site Value (lump sum,0.2244,9775,85,85,115,20H,27180,Cost,,AV,AC,PV,4484
F36500050150,1,30180,City  Lot,49  User Definable Land F,0.32,13844,0,0,0,20H,62300,Cost,,EX,AC,PV,704686
F37700000090,1,30170,City  Lot,32  Site Value (lump sum,0.26,11173,0,0,0,20H,48400,Cost,,G,AC,PV,4918
P10400000060,1,10030,City  Lot,29  Per Square Foot (brea,0.293,12750,75,75,170,20H,28386,Cost,,VG,AC,PV,2374
P1230001017A,1,10040,City  Lot,29  Per Square Foot (brea,0.1722,7500,50,50,150,20H,18203,Cost,,F,AC,PV,2633
P17100190000,1,10031,Homesite,33  Per Acre (by site rat,1,43560,66,66,660,20H,49680,Cost,,AV,AC,PV,3819
P1340007000B,1,10040,City  Lot,29  Per Square Foot (brea,0.23,10000,100,100,100,20H,20799,Cost,,G,AC,PV,2917
N5480005005A,1,50050,City  Lot,49  User Definable Land F,0.3099,13500,90,90,150,20H,25400,Cost,,G,AC,PV,1898
P11600030050,1,10010,City  Lot,32  Site Value (lump sum,0.2,8795,75,75,117.26,20H,27180,Cost,,AV,AC,PV,2550
P00000331020,1,10030,City  Lot,29  Per Square Foot (brea,0.1722,7500,50,50,150,20H,22418,Cost,,F,AC,PV,844
P1540004001A,1,10030,City  Lot,29  Per Square Foot (brea,0.401,17466,123,123,142,20H,32455,Cost,,EX,AC,PV,3402
F3080002006C,1,30090,City  Lot,32  Site Value (lump sum,0.22,9466,49.5,49,191,20H,25800,Cost,,G,AC,PV,1470
N54700050020,1,50010,City  Lot,49  User Definable Land F,0.2124,9251.85,0,0,0,20H,28600,Cost,,VG,AC,PV,20556
F35800030070,1,30060,City  Lot,32  Site Value (lump sum,0.23,9962,85,85,117,20H,25100,Cost,,AV,AC,PV,1536
F35800030100,1,30060,City  Lot,32  Site Value (lump sum,0.23,9962,85,85,117,20H,25100,Cost,,AV,AC,PV,1535
P1610001000A,1,10030,City  Lot,29  Per Square Foot (brea,0.1722,7500,50,50,150,20H,22418,Cost,,F,AC,PV,3609
P1560001009A,1,10010,City  Lot,32  Site Value (lump sum,0.3315,14441.63,0,0,0,20H,28530,Cost,,G,AC,PV,3493
P17880020050,1,10010,City  Lot,32  Site Value (lump sum,0.14,6044,0,0,0,20H,27180,Cost,,AV,AC,PV,704581
F00000156090,1,30090,City  Lot,32  Site Value (lump sum,0.19,8250,110,110,75,20H,25800,Cost,,AV,AC,PV,67
F00000227720,2,30090,Road Right of Way, 3  Per Acre,0.14,5227.2,0,0,0,19,0,Cost,,,AC,PV,444
P10500020070,1,10030,City  Lot,29  Per Square Foot (brea,0.2445,10650,75,75,142,20H,26120,Cost,,VG,AC,PV,2396
P11200020020,1,10010,City  Lot,32  Site Value (lump sum,0.14,6300,60,60,105,20H,27180,Cost,,AV,AC,PV,1093
P1660003001B,1,10010,City  Lot,32  Site Value (lump sum,0.2893,12600,0,0,0,20H,27180,Cost,,AV,AC,PV,3733
